PLAYER,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,FP
Ayo Dosunmu,CHI,CHI vs. CLE,12/23/2023,L,20,4,2,6,33.3,0,3,0,0,0,-,1,2,3,1,0,0,1,3,-8,8.1
Emoni Bates,CLE,CLE @ CHI,12/23/2023,W,9,3,1,2,50,1,2,50,0,0,-,0,0,0,0,0,1,0,0,-2,6
DeMar DeRozan,CHI,CHI vs. CLE,12/23/2023,L,40,21,6,14,42.9,1,3,33.3,8,9,88.9,0,5,5,8,3,0,2,4,-8,46
Tristan Thompson,CLE,CLE @ CHI,12/23/2023,W,13,6,3,4,75,0,0,-,0,0,-,4,2,6,1,0,0,1,1,8,13.7
D'Angelo Russell,LAL,LAL @ OKC,12/23/2023,W,17,15,5,9,55.6,3,6,50,2,3,66.7,0,1,1,3,0,0,1,1,0,19.7
Anthony Davis,LAL,LAL @ OKC,12/23/2023,W,42,26,11,21,52.4,1,1,100,3,6,50,3,8,11,7,1,2,3,2,3,55.7
Davis Bertans,OKC,OKC vs. LAL,12/23/2023,L,10,3,1,2,50,1,2,50,0,0,-,0,1,1,1,0,0,0,0,5,5.7
LeBron James,LAL,LAL @ OKC,12/23/2023,W,37,40,13,20,65,5,5,100,9,9,100,2,5,7,7,2,2,3,0,10,67.9
Ousmane Dieng,OKC,OKC vs. LAL,12/23/2023,L,11,5,2,3,66.7,1,2,50,0,0,-,0,0,0,0,0,0,0,2,10,5
Jaylin Williams,OKC,OKC vs. LAL,12/23/2023,L,6,0,0,1,0,0,1,0,0,0,-,0,2,2,1,0,0,0,1,0,3.9
Olivier Sarr,OKC,OKC vs. LAL,12/23/2023,L,3,0,0,0,-,0,0,-,0,0,-,1,1,2,1,0,0,0,1,-1,3.9
Aaron Wiggins,OKC,OKC vs. LAL,12/23/2023,L,6,0,0,1,0,0,0,-,0,0,-,1,0,1,1,0,0,1,0,-6,1.7
Luguentz Dort,OKC,OKC vs. LAL,12/23/2023,L,30,8,3,9,33.3,2,6,33.3,0,0,-,1,4,5,0,0,1,2,2,-18,15
Jaxson Hayes,LAL,LAL @ OKC,12/23/2023,W,6,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,6,1.5
Andre Drummond,CHI,CHI vs. CLE,12/23/2023,L,13,1,0,0,-,0,0,-,1,2,50,2,4,6,0,1,0,1,4,-10,10.2
Damian Jones,CLE,CLE @ CHI,12/23/2023,W,12,6,2,4,50,1,2,50,1,1,100,0,2,2,1,1,0,1,5,16,11.9
Georges Niang,CLE,CLE @ CHI,12/23/2023,W,21,7,3,12,25,1,5,20,0,0,-,1,4,5,0,0,0,2,4,-4,11
Alex Caruso,CHI,CHI vs. CLE,12/23/2023,L,32,10,4,9,44.4,2,5,40,0,0,-,1,3,4,1,0,1,0,3,-10,19.3
Coby White,CHI,CHI vs. CLE,12/23/2023,L,40,17,8,19,42.1,0,8,0,1,1,100,0,4,4,7,0,1,4,2,-5,31.3
Dean Wade,CLE,CLE @ CHI,12/23/2023,W,36,11,4,12,33.3,3,10,30,0,0,-,1,6,7,1,2,0,1,1,12,25.9
Jarred Vanderbilt,LAL,LAL @ OKC,12/23/2023,W,24,2,1,4,25,0,1,0,0,0,-,1,5,6,0,1,1,1,0,5,14.2
Dalen Terry,CHI,CHI vs. CLE,12/23/2023,L,17,6,2,3,66.7,0,1,0,2,2,100,0,1,1,0,1,0,0,1,-12,10.2
Craig Porter Jr.,CLE,CLE @ CHI,12/23/2023,W,39,19,8,14,57.1,1,3,33.3,2,5,40,1,6,7,8,1,1,3,1,14,42.4
Bismack Biyombo,MEM,MEM @ ATL,12/23/2023,W,29,8,3,6,50,0,0,-,2,6,33.3,7,4,11,3,1,0,1,2,4,27.7
Cam Thomas,BKN,BKN vs. DET,12/23/2023,W,28,20,7,16,43.8,1,3,33.3,5,5,100,0,2,2,3,1,0,2,3,2,27.9
Chris Boucher,TOR,TOR vs. UTA,12/23/2023,L,13,9,3,3,100,1,1,100,2,3,66.7,1,2,3,1,1,0,0,2,-11,17.1
Scottie Barnes,TOR,TOR vs. UTA,12/23/2023,L,38,32,12,23,52.2,4,8,50,4,4,100,3,11,14,7,0,1,4,4,-6,58.3
Ochai Agbaji,UTA,UTA @ TOR,12/23/2023,W,24,9,3,5,60,1,3,33.3,2,2,100,0,3,3,0,0,1,1,2,8,14.6
Precious Achiuwa,TOR,TOR vs. UTA,12/23/2023,L,21,8,3,7,42.9,0,3,0,2,2,100,1,1,2,1,0,2,0,1,-3,17.9
Lauri Markkanen,UTA,UTA @ TOR,12/23/2023,W,39,30,12,21,57.1,4,10,40,2,2,100,2,7,9,5,3,0,1,2,9,56.3
Kris Dunn,UTA,UTA @ TOR,12/23/2023,W,34,8,3,11,27.3,2,6,33.3,0,0,-,0,8,8,13,1,1,2,1,10,41.1
Jordan Clarkson,UTA,UTA @ TOR,12/23/2023,W,30,30,11,22,50,4,9,44.4,4,4,100,1,2,3,6,1,0,2,1,19,43.6
Simone Fontecchio,UTA,UTA @ TOR,12/23/2023,W,20,6,2,3,66.7,2,3,66.7,0,0,-,1,0,1,0,1,0,3,3,0,7.2
Collin Sexton,UTA,UTA @ TOR,12/23/2023,W,25,16,5,11,45.5,1,2,50,5,6,83.3,0,0,0,3,1,0,1,0,-11,22.5
OG Anunoby,TOR,TOR vs. UTA,12/23/2023,L,36,19,8,13,61.5,2,3,66.7,1,1,100,1,1,2,4,2,0,0,1,-4,33.4
John Collins,UTA,UTA @ TOR,12/23/2023,W,27,10,4,7,57.1,2,2,100,0,0,-,1,4,5,0,0,0,0,2,-8,16
Pascal Siakam,TOR,TOR vs. UTA,12/23/2023,L,36,19,7,20,35,0,2,0,5,6,83.3,3,6,9,6,1,0,1,4,0,40.8
Jakob Poeltl,TOR,TOR vs. UTA,12/23/2023,L,21,2,1,4,25,0,0,-,0,0,-,2,2,4,3,0,2,0,2,3,17.3
Kelly Olynyk,UTA,UTA @ TOR,12/23/2023,W,17,7,3,5,60,1,3,33.3,0,0,-,0,4,4,7,0,1,0,4,-9,25.3
Dennis Schroder,TOR,TOR vs. UTA,12/23/2023,L,33,11,4,9,44.4,1,3,33.3,2,3,66.7,1,2,3,7,3,0,4,2,-1,30.1
Jabari Smith Jr.,HOU,HOU @ NOP,12/23/2023,W,37,26,10,14,71.4,4,5,80,2,3,66.7,4,7,11,2,1,1,1,3,1,47.2
Dillon Brooks,HOU,HOU @ NOP,12/23/2023,W,28,5,2,7,28.6,1,4,25,0,0,-,0,5,5,5,1,0,1,3,6,20.5
Jalen Green,HOU,HOU @ NOP,12/23/2023,W,22,9,2,8,25,0,4,0,5,6,83.3,0,4,4,2,1,0,5,1,-2,14.8
Zion Williamson,NOP,NOP vs. HOU,12/23/2023,L,34,28,11,16,68.8,1,2,50,5,10,50,2,6,8,4,2,1,3,1,2,49.6
Jeremiah Robinson-Earl,NOP,NOP vs. HOU,12/23/2023,L,22,4,2,5,40,0,3,0,0,0,-,0,3,3,2,2,1,0,2,-8,19.6
Tari Eason,HOU,HOU @ NOP,12/23/2023,W,20,8,4,11,36.4,0,2,0,0,0,-,2,2,4,0,2,0,0,5,-6,18.8
Fred VanVleet,HOU,HOU @ NOP,12/23/2023,W,36,10,3,11,27.3,2,7,28.6,2,3,66.7,0,0,0,3,1,0,1,1,1,16.5
Amen Thompson,HOU,HOU @ NOP,12/23/2023,W,10,2,0,1,0,0,1,0,2,4,50,0,0,0,0,1,0,0,0,3,5
Dyson Daniels,NOP,NOP vs. HOU,12/23/2023,L,14,0,0,3,0,0,2,0,0,0,-,2,1,3,0,0,0,1,0,-6,2.6
Trey Murphy III,NOP,NOP vs. HOU,12/23/2023,L,34,14,4,11,36.4,3,7,42.9,3,3,100,1,5,6,0,2,0,1,2,4,26.2
Jae'Sean Tate,HOU,HOU @ NOP,12/23/2023,W,11,2,1,4,25,0,2,0,0,0,-,2,3,5,0,0,0,0,2,1,8
Aaron Holiday,HOU,HOU @ NOP,12/23/2023,W,15,5,1,2,50,1,2,50,2,2,100,0,1,1,1,1,0,1,0,2,9.7
CJ McCollum,NOP,NOP vs. HOU,12/23/2023,L,34,13,4,10,40,2,7,28.6,3,4,75,1,4,5,2,1,1,4,4,-2,24
Jeff Green,HOU,HOU @ NOP,12/23/2023,W,21,2,1,3,33.3,0,1,0,0,0,-,1,2,3,2,0,0,0,1,6,8.6
Jose Alvarado,NOP,NOP vs. HOU,12/23/2023,L,10,4,2,4,50,0,2,0,0,0,-,0,2,2,0,0,1,1,3,2,8.4
Alperen Sengun,HOU,HOU @ NOP,12/23/2023,W,38,37,11,21,52.4,1,1,100,14,17,82.4,4,7,11,6,1,1,2,4,-2,63.2
Herbert Jones,NOP,NOP vs. HOU,12/23/2023,L,18,6,2,8,25,2,4,50,0,0,-,3,0,3,1,0,0,0,1,-13,11.1
Naji Marshall,NOP,NOP vs. HOU,12/23/2023,L,12,6,2,2,100,0,0,-,2,3,66.7,1,1,2,2,0,0,0,1,4,11.4
Gary Trent Jr.,TOR,TOR vs. UTA,12/23/2023,L,28,16,6,12,50,4,9,44.4,0,0,-,0,0,0,0,0,0,2,0,-10,14
Malachi Flynn,TOR,TOR vs. UTA,12/23/2023,L,14,3,1,3,33.3,1,3,33.3,0,0,-,0,2,2,6,0,0,0,1,-3,14.4
Spencer Dinwiddie,BKN,BKN vs. DET,12/23/2023,W,30,14,5,12,41.7,2,5,40,2,4,50,1,3,4,7,1,0,1,1,11,31.3
Joe Harris,DET,DET @ BKN,12/23/2023,L,7,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-7,1.2
Royce O'Neale,BKN,BKN vs. DET,12/23/2023,W,19,5,2,3,66.7,1,1,100,0,0,-,0,6,6,5,1,0,1,1,13,21.7
Dorian Finney-Smith,BKN,BKN vs. DET,12/23/2023,W,27,10,4,6,66.7,2,4,50,0,0,-,0,6,6,1,2,0,0,1,22,24.7
Dennis Smith Jr.,BKN,BKN vs. DET,12/23/2023,W,19,6,2,6,33.3,1,2,50,1,2,50,0,0,0,3,0,0,1,3,0,9.5
Harry Giles III,BKN,BKN vs. DET,12/23/2023,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-6,0
Marvin Bagley III,DET,DET @ BKN,12/23/2023,L,15,5,2,4,50,0,0,-,1,2,50,2,3,5,0,0,0,1,0,-9,10
Mikal Bridges,BKN,BKN vs. DET,12/23/2023,W,33,29,9,17,52.9,1,4,25,10,10,100,2,4,6,7,1,1,1,2,8,51.7
Nic Claxton,BKN,BKN vs. DET,12/23/2023,W,30,11,4,8,50,0,0,-,3,4,75,2,5,7,2,2,2,2,2,3,32.4
Cameron Johnson,BKN,BKN vs. DET,12/23/2023,W,28,18,6,10,60,2,5,40,4,4,100,0,2,2,2,2,0,1,3,6,28.4
Day'Ron Sharpe,BKN,BKN vs. DET,12/23/2023,W,18,11,5,6,83.3,0,0,-,1,3,33.3,1,2,3,1,0,0,1,4,6,15.1
Trendon Watford,BKN,BKN vs. DET,12/23/2023,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-6,0
Jalen Wilson,BKN,BKN vs. DET,12/23/2023,W,6,2,1,2,50,0,0,-,0,0,-,1,1,2,1,0,0,0,2,-4,5.9
Cade Cunningham,DET,DET @ BKN,12/23/2023,L,33,22,9,20,45,1,5,20,3,4,75,0,3,3,6,0,0,2,4,-5,32.6
Jaden Ivey,DET,DET @ BKN,12/23/2023,L,35,23,6,11,54.5,3,6,50,8,10,80,0,6,6,7,0,2,3,4,6,43.7
Marcus Sasser,DET,DET @ BKN,12/23/2023,L,6,0,0,1,0,0,1,0,0,0,-,0,1,1,0,0,0,2,2,-5,-0.8
Ausar Thompson,DET,DET @ BKN,12/23/2023,L,31,7,2,7,28.6,1,3,33.3,2,3,66.7,1,4,5,2,1,0,0,2,-2,19
Alec Burks,DET,DET @ BKN,12/23/2023,L,16,5,2,8,25,1,5,20,0,0,-,0,1,1,2,1,0,1,2,-20,11.2
Bojan Bogdanovic,DET,DET @ BKN,12/23/2023,L,39,19,5,13,38.5,2,7,28.6,7,9,77.8,2,6,8,4,2,0,4,4,0,36.6
Kevin Knox II,DET,DET @ BKN,12/23/2023,L,24,14,5,6,83.3,3,3,100,1,1,100,0,1,1,0,0,0,0,2,-11,15.2
Isaiah Stewart,DET,DET @ BKN,12/23/2023,L,33,20,8,9,88.9,4,5,80,0,0,-,1,4,5,5,1,1,0,5,-2,39.5
Taurean Prince,LAL,LAL @ OKC,12/23/2023,W,28,10,3,7,42.9,2,5,40,2,2,100,1,5,6,1,1,2,0,5,9,27.7
Chet Holmgren,OKC,OKC vs. LAL,12/23/2023,L,34,19,8,18,44.4,1,6,16.7,2,5,40,4,6,10,0,1,3,0,1,-7,43
Devonte' Graham,SAS,SAS @ DAL,12/23/2023,L,8,0,0,3,0,0,2,0,0,0,-,0,5,5,0,0,0,0,0,16,6
Luka Doncic,DAL,DAL vs. SAS,12/23/2023,W,32,39,13,27,48.1,5,10,50,8,11,72.7,2,10,12,10,1,1,2,1,37,72.4
Greg Brown III,DAL,DAL vs. SAS,12/23/2023,W,5,0,0,1,0,0,0,-,0,0,-,0,0,0,0,0,1,2,1,-15,1
Sandro Mamukelashvili,SAS,SAS @ DAL,12/23/2023,L,15,14,4,6,66.7,1,3,33.3,5,6,83.3,3,2,5,3,0,1,1,1,4,26.5
Jaden Hardy,DAL,DAL vs. SAS,12/23/2023,W,22,6,1,7,14.3,1,4,25,3,4,75,0,6,6,1,3,0,0,1,15,23.7
Blake Wesley,SAS,SAS @ DAL,12/23/2023,L,12,5,2,3,66.7,0,0,-,1,2,50,0,1,1,3,3,0,0,1,7,19.7
Sidy Cissoko,SAS,SAS @ DAL,12/23/2023,L,14,2,0,3,0,0,2,0,2,2,100,0,3,3,0,2,0,0,2,6,11.6
Dexter Dennis,DAL,DAL vs. SAS,12/23/2023,W,6,0,0,2,0,0,2,0,0,0,-,0,2,2,0,0,1,3,1,-12,2.4
Tre Jones,SAS,SAS @ DAL,12/23/2023,L,18,9,4,8,50,1,4,25,0,0,-,0,1,1,4,0,0,1,1,-23,15.2
Cedi Osman,SAS,SAS @ DAL,12/23/2023,L,10,3,1,3,33.3,1,2,50,0,0,-,0,0,0,2,1,0,0,1,-14,9
Keldon Johnson,SAS,SAS @ DAL,12/23/2023,L,23,16,6,16,37.5,2,8,25,2,4,50,2,3,5,2,0,0,2,2,-8,23
Tim Hardaway Jr.,DAL,DAL vs. SAS,12/23/2023,W,30,23,9,20,45,5,11,45.5,0,0,-,0,6,6,3,0,0,0,1,28,34.7
Dante Exum,DAL,DAL vs. SAS,12/23/2023,W,32,20,8,10,80,2,2,100,2,2,100,2,5,7,4,0,1,3,1,18,34.4
Zach Collins,SAS,SAS @ DAL,12/23/2023,L,28,14,6,10,60,2,4,50,0,0,-,1,4,5,4,2,2,2,3,-27,36
Grant Williams,DAL,DAL vs. SAS,12/23/2023,W,25,14,5,8,62.5,4,6,66.7,0,0,-,0,2,2,3,0,1,1,3,9,22.9
Devin Vassell,SAS,SAS @ DAL,12/23/2023,L,30,9,3,13,23.1,0,6,0,3,3,100,0,0,0,5,0,0,0,1,-38,16.5
Julian Champagnie,SAS,SAS @ DAL,12/23/2023,L,21,12,4,6,66.7,2,4,50,2,2,100,0,5,5,1,1,0,0,0,-7,22.5
A.J. Lawson,DAL,DAL vs. SAS,12/23/2023,W,31,17,7,10,70,3,4,75,0,0,-,3,4,7,3,2,0,1,2,16,34.9
Malaki Branham,SAS,SAS @ DAL,12/23/2023,L,24,12,5,11,45.5,1,4,25,1,1,100,0,3,3,4,0,0,1,2,-22,20.6
Jeremy Sochan,SAS,SAS @ DAL,12/23/2023,L,30,23,9,16,56.3,4,6,66.7,1,2,50,2,7,9,4,0,0,3,2,-23,36.8
Olivier-Maxence Prosper,DAL,DAL vs. SAS,12/23/2023,W,12,0,0,3,0,0,1,0,0,0,-,0,2,2,0,0,0,0,1,-6,2.4
Stephen Curry,GSW,GSW vs. POR,12/23/2023,W,30,27,11,18,61.1,2,7,28.6,3,3,100,0,3,3,2,0,0,1,1,4,32.6
Cory Joseph,GSW,GSW vs. POR,12/23/2023,W,4,0,0,1,0,0,1,0,0,0,-,0,0,0,1,0,0,1,0,1,0.5
Kevon Looney,GSW,GSW vs. POR,12/23/2023,W,22,6,2,3,66.7,0,0,-,2,2,100,6,5,11,7,0,0,3,2,15,26.7
Malcolm Brogdon,POR,POR @ GSW,12/23/2023,L,37,17,8,14,57.1,1,4,25,0,0,-,2,4,6,12,3,1,2,2,-4,52.2
Jerome Robinson,GSW,GSW vs. POR,12/23/2023,W,4,3,0,2,0,0,2,0,3,4,75,0,0,0,0,0,0,0,0,1,3
Deandre Ayton,POR,POR @ GSW,12/23/2023,L,29,13,6,12,50,0,0,-,1,3,33.3,1,5,6,2,3,0,1,2,2,31.2
Jonathan Kuminga,GSW,GSW vs. POR,12/23/2023,W,30,11,3,7,42.9,0,2,0,5,5,100,1,5,6,5,0,0,0,0,18,25.7
Moses Moody,GSW,GSW vs. POR,12/23/2023,W,17,11,4,6,66.7,1,2,50,2,2,100,0,1,1,1,1,1,2,3,6,17.7
Usman Garuba,GSW,GSW vs. POR,12/23/2023,W,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,1,0,0,1,1,3
Gui Santos,GSW,GSW vs. POR,12/23/2023,W,4,2,0,0,-,0,0,-,2,2,100,1,1,2,0,0,0,0,0,1,4.4
Ish Wainright,POR,POR @ GSW,12/23/2023,L,4,3,1,1,100,1,1,100,0,0,-,0,1,1,0,0,0,0,1,-1,4.2
Kris Murray,POR,POR @ GSW,12/23/2023,L,5,2,1,1,100,0,0,-,0,0,-,1,1,2,0,1,0,0,2,-1,7.4
Rayan Rupert,POR,POR @ GSW,12/23/2023,L,5,0,0,1,0,0,0,-,0,0,-,0,0,0,2,0,0,0,0,-1,3
Toumani Camara,POR,POR @ GSW,12/23/2023,L,25,6,2,3,66.7,0,0,-,2,2,100,0,2,2,0,1,1,1,1,-2,13.4
Duop Reath,POR,POR @ GSW,12/23/2023,L,9,0,0,2,0,0,2,0,0,0,-,0,1,1,0,0,0,0,3,-13,1.2
Chris Paul,GSW,GSW vs. POR,12/23/2023,W,27,2,1,4,25,0,2,0,0,0,-,0,3,3,11,3,0,1,1,9,30.1
Klay Thompson,GSW,GSW vs. POR,12/23/2023,W,31,28,11,16,68.8,6,10,60,0,0,-,1,2,3,0,0,0,3,1,14,28.6
Dario Saric,GSW,GSW vs. POR,12/23/2023,W,19,8,3,7,42.9,0,2,0,2,2,100,2,3,5,1,1,0,1,2,6,17.5
Anfernee Simons,POR,POR @ GSW,12/23/2023,L,34,25,7,17,41.2,7,13,53.8,4,4,100,0,2,2,2,1,0,1,0,-8,32.4
Matisse Thybulle,POR,POR @ GSW,12/23/2023,L,16,5,2,6,33.3,1,5,20,0,0,-,1,1,2,2,1,0,0,0,-14,13.4
Scoot Henderson,POR,POR @ GSW,12/23/2023,L,23,12,4,9,44.4,2,4,50,2,4,50,0,1,1,2,3,0,2,4,-12,23.2
Jabari Walker,POR,POR @ GSW,12/23/2023,L,18,5,2,4,50,0,2,0,1,2,50,2,3,5,0,0,1,1,2,-25,13
Trayce Jackson-Davis,GSW,GSW vs. POR,12/23/2023,W,17,13,6,7,85.7,0,0,-,1,4,25,1,4,5,3,1,0,2,2,-1,24.5
Brandin Podziemski,GSW,GSW vs. POR,12/23/2023,W,32,15,7,12,58.3,1,5,20,0,0,-,1,9,10,7,1,1,2,1,25,41.5
Skylar Mays,POR,POR @ GSW,12/23/2023,L,5,1,0,2,0,0,0,-,1,2,50,0,0,0,1,0,0,1,0,-1,1.5
Jerami Grant,POR,POR @ GSW,12/23/2023,L,32,17,5,12,41.7,1,4,25,6,8,75,1,1,2,3,0,0,2,3,-20,21.9
Harrison Barnes,SAC,SAC vs. MIN,12/23/2023,L,31,12,3,6,50,0,2,0,6,6,100,0,3,3,1,0,0,0,3,-12,17.1
Domantas Sabonis,SAC,SAC vs. MIN,12/23/2023,L,39,17,7,12,58.3,0,1,0,3,5,60,1,9,10,10,1,0,3,3,-17,44
Troy Brown Jr.,MIN,MIN @ SAC,12/23/2023,W,3,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,3,-3,1.2
Kevin Huerter,SAC,SAC vs. MIN,12/23/2023,L,15,2,1,7,14.3,0,2,0,0,0,-,0,1,1,1,0,0,1,3,-19,3.7
Shake Milton,MIN,MIN @ SAC,12/23/2023,W,14,5,2,4,50,1,2,50,0,0,-,0,1,1,1,0,0,1,0,-6,6.7
Jordan McLaughlin,MIN,MIN @ SAC,12/23/2023,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,2,0,0,0,0,-1,3
Naz Reid,MIN,MIN @ SAC,12/23/2023,W,19,6,2,4,50,0,1,0,2,2,100,0,2,2,2,2,0,1,0,-13,16.4
Anthony Edwards,MIN,MIN @ SAC,12/23/2023,W,39,34,13,27,48.1,3,12,25,5,5,100,0,5,5,10,1,1,5,1,8,56
Kessler Edwards,SAC,SAC vs. MIN,12/23/2023,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0
Keegan Murray,SAC,SAC vs. MIN,12/23/2023,L,40,20,8,16,50,3,7,42.9,1,2,50,1,6,7,0,3,1,1,4,-8,39.4
Keon Ellis,SAC,SAC vs. MIN,12/23/2023,L,11,0,0,3,0,0,2,0,0,0,-,0,0,0,1,0,0,0,1,-14,1.5
Jayson Tatum,BOS,BOS @ LAC,12/23/2023,W,30,30,9,16,56.3,5,10,50,7,9,77.8,0,4,4,2,1,0,2,0,19,38.8
Kobe Brown,LAC,LAC vs. BOS,12/23/2023,L,25,6,2,2,100,2,2,100,0,0,-,0,2,2,4,1,0,0,3,-18,17.4
Jalen Williams,OKC,OKC vs. LAL,12/23/2023,L,34,28,11,17,64.7,2,5,40,4,4,100,0,6,6,3,0,0,1,3,2,38.7
Cason Wallace,OKC,OKC vs. LAL,12/23/2023,L,24,5,2,6,33.3,1,4,25,0,0,-,1,2,3,4,1,0,0,2,-5,17.6
Shai Gilgeous-Alexander,OKC,OKC vs. LAL,12/23/2023,L,38,34,12,21,57.1,1,5,20,9,10,90,1,4,5,7,3,0,3,2,-6,56.5
Austin Reaves,LAL,LAL @ OKC,12/23/2023,W,28,11,4,8,50,2,5,40,1,1,100,0,3,3,9,0,0,1,3,-2,27.1
Kenrich Williams,OKC,OKC vs. LAL,12/23/2023,L,23,11,4,6,66.7,3,4,75,0,0,-,1,1,2,5,1,1,0,2,1,26.9
Isaiah Joe,OKC,OKC vs. LAL,12/23/2023,L,20,7,3,11,27.3,1,6,16.7,0,0,-,1,4,5,1,0,2,2,1,-20,18.5
Rui Hachimura,LAL,LAL @ OKC,12/23/2023,W,30,21,8,14,57.1,3,5,60,2,2,100,0,6,6,2,1,0,0,0,1,34.2
Cam Reddish,LAL,LAL @ OKC,12/23/2023,W,28,4,2,7,28.6,0,4,0,0,0,-,1,3,4,7,1,0,0,2,13,22.3
Doug McDermott,SAS,SAS @ DAL,12/23/2023,L,6,0,0,0,-,0,0,-,0,2,0,0,0,0,0,0,0,0,0,4,0
Dwight Powell,DAL,DAL vs. SAS,12/23/2023,W,22,14,5,5,100,0,0,-,4,4,100,2,2,4,1,1,1,0,4,30,26.3
Derrick Jones Jr.,DAL,DAL vs. SAS,12/23/2023,W,24,11,4,7,57.1,3,5,60,0,0,-,2,2,4,1,0,0,0,2,5,17.3
Damian Lillard,MIL,MIL @ NYK,12/23/2023,W,34,19,6,16,37.5,3,7,42.9,4,5,80,3,6,9,7,1,0,3,3,3,40.3
Malik Beasley,MIL,MIL @ NYK,12/23/2023,W,31,19,7,13,53.8,5,9,55.6,0,0,-,1,5,6,1,0,0,0,3,19,27.7
Ryan Arcidiacono,NYK,NYK vs. MIL,12/23/2023,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-3,0
Jalen Brunson,NYK,NYK vs. MIL,12/23/2023,L,37,36,15,26,57.7,3,5,60,3,3,100,0,3,3,7,0,1,3,2,-16,50.1
Charlie Brown Jr.,NYK,NYK vs. MIL,12/23/2023,L,1,0,0,1,0,0,1,0,0,0,-,0,0,0,0,0,0,0,0,-3,0
Miles McBride,NYK,NYK vs. MIL,12/23/2023,L,1,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-3,1.2
MarJon Beauchamp,MIL,MIL @ NYK,12/23/2023,W,0,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,0,1.2
AJ Green,MIL,MIL @ NYK,12/23/2023,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0
Dmytro Skapintsev,NYK,NYK vs. MIL,12/23/2023,L,1,0,0,1,0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3,0
Andre Jackson Jr.,MIL,MIL @ NYK,12/23/2023,W,11,0,0,0,-,0,0,-,0,0,-,2,0,2,2,0,0,1,1,-2,4.4
Chris Livingston,MIL,MIL @ NYK,12/23/2023,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0
Brook Lopez,MIL,MIL @ NYK,12/23/2023,W,35,5,1,7,14.3,0,2,0,3,4,75,1,2,3,1,0,1,0,3,15,13.1
Taj Gibson,NYK,NYK vs. MIL,12/23/2023,L,15,2,1,2,50,0,1,0,0,0,-,1,0,1,1,0,0,0,2,-5,4.7
Khris Middleton,MIL,MIL @ NYK,12/23/2023,W,33,20,9,16,56.3,2,4,50,0,0,-,1,4,5,5,0,0,3,4,17,30.5
Cameron Payne,MIL,MIL @ NYK,12/23/2023,W,14,8,2,2,100,1,1,100,3,4,75,0,1,1,1,0,0,0,0,16,10.7
Bobby Portis,MIL,MIL @ NYK,12/23/2023,W,27,23,9,14,64.3,3,4,75,2,2,100,2,9,11,1,2,0,2,4,17,41.7
Pat Connaughton,MIL,MIL @ NYK,12/23/2023,W,22,8,3,6,50,2,5,40,0,0,-,0,8,8,0,0,0,0,0,7,17.6
Josh Hart,NYK,NYK vs. MIL,12/23/2023,L,26,2,1,6,16.7,0,3,0,0,0,-,0,2,2,3,1,0,1,3,-19,10.9
Quentin Grimes,NYK,NYK vs. MIL,12/23/2023,L,16,2,1,3,33.3,0,1,0,0,0,-,0,2,2,0,1,0,0,2,-5,7.4
Immanuel Quickley,NYK,NYK vs. MIL,12/23/2023,L,22,7,2,8,25,1,5,20,2,2,100,0,2,2,1,0,0,1,1,-11,9.9
Giannis Antetokounmpo,MIL,MIL @ NYK,12/23/2023,W,32,28,11,17,64.7,0,0,-,6,8,75,2,5,7,7,1,1,5,4,3,47.9
RJ Barrett,NYK,NYK vs. MIL,12/23/2023,L,29,13,5,17,29.4,2,5,40,1,2,50,1,6,7,1,0,1,1,1,-8,24.9
Julius Randle,NYK,NYK vs. MIL,12/23/2023,L,34,26,8,17,47.1,0,2,0,10,10,100,1,7,8,1,1,0,3,3,-3,37.1
Isaiah Hartenstein,NYK,NYK vs. MIL,12/23/2023,L,33,12,4,5,80,0,0,-,4,4,100,7,6,13,1,1,0,1,4,-14,31.1
Donte DiVincenzo,NYK,NYK vs. MIL,12/23/2023,L,24,11,4,7,57.1,3,6,50,0,0,-,1,1,2,2,1,0,1,3,-2,18.4
Jacob Toppin,NYK,NYK vs. MIL,12/23/2023,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0
